order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDX10610,2018-09-13,16:27:02,Dinner,BK,"[('Shrimp', 3), ('Fish&Chips', 7), ('Pasta', 2), ('Salmon', 7)]",749.0,-37.8090207,144.9289276,0,10.733,17.7825303
ORDJ03983,2018-06-07,13:04:13,Lunch,TP,"[('Fries', 4), ('Steak', 4), ('Salad', 9)]",382.8,-37.8035728,144.9490381,0,9.927,13.2105131
ORDC10308,2018-06-10,13:14:21,Lunch,NS,"[('Steak', 4), ('Fries', 8)]",276.0,-37.8137982,144.9541247,0,8.506,16.3634236
ORDY01025,2018-09-10,16:16:54,Dinner,TP,"[('Fish&Chips', 2), ('Pasta', 4)]",180.0,-37.820783,144.9486473,0,8.862,6.50679045
ORDY06730,2018-11-21,18:38:52,Dinner,TP,"[('Shrimp', 5), ('Pasta', 8), ('Salmon', 9), ('Fish&Chips', 6)]",1069.0,-37.808314,144.9761309,0,9.232,19.8033915
ORDC01249,2018-11-01,17:58:18,Dinner,NS,"[('Fish&Chips', 1), ('Salmon', 3), ('Shrimp', 8), ('Pasta', 5)]",727.5,-37.8045351,144.9633718,0,7.087,13.2536732
ORDJ04253,2018-08-22,15:36:20,Lunch,TP,"[('Burger', 7), ('Fries', 1)]",229.0,-37.7969156,144.9646571,0,10.1,12.9051361
ORDI07473,2018-08-21,15:36:20,Lunch,NS,"[('Chicken', 6), ('Salad', 2), ('Fries', 2)]",250.4,-37.8187471,144.9678683,0,8.46,14.3138038
ORDY05781,2018-04-11,11:12:40,Breakfast,TP,"[('Coffee', 2), ('Eggs', 10), ('Cereal', 3)]",298.0,-37.8139487,144.949348,0,10.107,12.1120336
ORDZ10700,2018-07-11,14:15:12,Lunch,NS,"[('Steak', 5), ('Burger', 5)]",380.0,-37.8204541,144.9574207,0,9.211,14.8402554
ORDX11102,2018-11-14,18:28:43,Dinner,BK,"[('Shrimp', 5), ('Pasta', 9), ('Fish&Chips', 8)]",797.5,-37.8264286,144.9977698,0,5.783,12.5017944
ORDZ07245,2018-03-19,10:32:06,Breakfast,NS,"[('Eggs', 3), ('Coffee', 7), ('Cereal', 8)]",286.5,-37.8150163,144.9523001,0,8.752,13.7432568
ORDJ02952,2018-03-25,10:42:15,Breakfast,TP,"[('Cereal', 1), ('Pancake', 8), ('Eggs', 2)]",259.0,-37.80802,144.973733,0,9.271,13.6783513
ORDC00284,2018-03-08,10:11:49,Breakfast,NS,"[('Cereal', 9), ('Pancake', 9), ('Eggs', 4)]",495.25,-37.8081804,144.9731354,0,7.117,12.1098034
ORDJ10921,2018-02-24,09:41:24,Breakfast,TP,"[('Coffee', 8), ('Pancake', 2), ('Cereal', 1), ('Eggs', 6)]",261.5,-37.8005285,144.9458413,0,10.476,14.5749966
ORDI10324,2018-07-11,14:15:12,Lunch,NS,"[('Fries', 5), ('Steak', 3), ('Burger', 3)]",288.0,-37.8188972,145.0023333,0,10.334,16.2610416
ORDA07637,2018-07-08,14:15:12,Lunch,BK,"[('Salad', 10), ('Burger', 8), ('Steak', 5), ('Fries', 6), ('Chicken', 5)]",877.0,-37.8198164,144.9612635,0,8.058,16.4740104
ORDB05157,2018-08-04,15:05:54,Lunch,TP,"[('Burger', 3), ('Fries', 3), ('Steak', 6), ('Salad', 2), ('Chicken', 10)]",753.4,-37.8033113,144.9497913,0,9.942,15.0826744
ORDK10745,2018-08-28,15:56:37,Lunch,BK,"[('Burger', 6), ('Salad', 2), ('Fries', 1), ('Chicken', 9)]",520.4,-37.8018093,144.9802776,0,6.647,12.1394388
ORDI04546,2018-08-29,15:56:37,Lunch,NS,"[('Fries', 10), ('Salad', 3), ('Chicken', 4), ('Steak', 3), ('Burger', 6)]",620.6,-37.8173553,144.946046,0,9.413,22.6287435
ORDK02345,2018-08-28,15:56:37,Lunch,BK,"[('Fries', 8), ('Salad', 8), ('Chicken', 2), ('Steak', 4), ('Burger', 7)]",694.6,-37.8102978,144.9613754,0,7.616,19.6315683
ORDA06753,2018-06-10,13:14:21,Lunch,BK,"[('Salad', 5), ('Fries', 2), ('Chicken', 8), ('Steak', 10)]",816.0,-37.8145453,144.9639714,0,7.73,16.2996863
ORDC10684,2018-12-28,20:00:00,Dinner,NS,"[('Fish&Chips', 8), ('Shrimp', 10), ('Pasta', 2)]",875.0,-37.8146956,144.9591535,0,5.677,11.3527367
ORDX10788,2018-05-31,12:54:05,Lunch,BK,"[('Steak', 6), ('Burger', 6)]",456.0,-37.8085408,144.9578834,0,7.938,13.7283443
ORDI10790,2018-01-14,08:20:16,Breakfast,NS,"[('Coffee', 4), ('Cereal', 10), ('Eggs', 10), ('Pancake', 2)]",508.5,-37.8067215,144.9629607,1,7.335,7.226301
ORDK03711,2018-05-11,12:13:31,Lunch,BK,"[('Chicken', 6), ('Fries', 8), ('Burger', 2), ('Salad', 9)]",504.8,-37.8105541,145.0047871,0,3.757,8.8476959
ORDA07266,2018-01-03,08:00:00,Breakfast,BK,"[('Cereal', 6), ('Coffee', 5)]",163.5,-37.8127591,144.9413676,1,9.707,7.1779753
ORDA06322,2018-08-31,15:56:37,Lunch,BK,"[('Burger', 9), ('Steak', 3), ('Salad', 2)]",448.4,-37.804995,144.9566268,0,8.119,13.5125564
ORDB07012,2018-06-21,13:34:38,Lunch,TP,"[('Chicken', 4), ('Salad', 3), ('Fries', 1)]",191.6,-37.809021,145.0101695,0,12.154,15.2401202
ORDY00616,2018-06-09,13:14:21,Lunch,TP,"[('Chicken', 4), ('Salad', 4), ('Steak', 4)]",376.8,-37.8260948,144.9580486,0,8.309,13.0311807
ORDY10521,2018-09-09,16:16:54,Dinner,TP,"[('Shrimp', 1), ('Pasta', 2), ('Salmon', 1), ('Fish&Chips', 10)]",500.0,-37.8233614,144.9937359,0,9.755,14.994234
ORDJ09682,2018-12-14,19:29:34,Dinner,TP,"[('Fish&Chips', 5), ('Salmon', 4), ('Pasta', 2), ('Shrimp', 10)]",934.0,-37.8053499,144.9508028,0,9.643,13.8368493
ORDA08582,2018-01-17,08:30:25,Breakfast,BK,"[('Cereal', 10), ('Eggs', 7), ('Pancake', 7)]",533.75,-37.8050383,144.970424,1,6.971,6.2841541
ORDJ01819,2018-01-31,09:00:50,Breakfast,TP,"[('Eggs', 3), ('Cereal', 3)]",129.0,-37.822972,144.9889144,0,9.283,11.5770446
ORDZ00058,2018-05-12,12:13:31,Lunch,NS,"[('Fries', 5), ('Chicken', 3), ('Burger', 4), ('Salad', 6), ('Steak', 9)]",788.2,-37.8010997,144.9607876,0,7.068,14.3473847
ORDA07477,2018-12-07,19:19:26,Dinner,BK,"[('Pasta', 1), ('Salmon', 4)]",191.5,-37.8183904,144.9662769,0,7.631,14.0744339
ORDK06166,2018-01-31,09:00:50,Breakfast,BK,"[('Coffee', 2), ('Pancake', 1), ('Eggs', 4), ('Cereal', 4)]",211.25,-37.8145736,144.946566,0,9.013,13.8923436
ORDZ09805,2018-11-28,18:59:09,Dinner,NS,"[('Fish&Chips', 5), ('Salmon', 5)]",380.0,-37.8111501,144.9622637,0,7.687,13.3494274
ORDZ08429,2018-11-15,18:28:43,Dinner,NS,"[('Shrimp', 8), ('Salmon', 3)]",555.0,-37.8238251,144.9592967,0,9.96,16.17264
ORDZ02188,2018-09-03,16:06:45,Dinner,NS,"[('Salmon', 8), ('Shrimp', 6), ('Pasta', 3)]",734.5,-37.8140346,144.9470579,0,9.139,15.3056687
ORDK07220,2018-02-01,09:00:50,Breakfast,BK,"[('Eggs', 4), ('Pancake', 3), ('Cereal', 6)]",286.75,-37.8059885,144.9570839,0,7.962,12.5877777
ORDB07382,2018-08-16,15:26:11,Lunch,TP,"[('Salad', 10), ('Burger', 7), ('Chicken', 8), ('Fries', 10), ('Steak', 9)]",1170.0,-37.8110224,145.0051534,0,11.473,14.3807127
ORDY03816,2018-06-23,13:44:47,Lunch,TP,"[('Steak', 1), ('Fries', 5), ('Chicken', 7), ('Salad', 6), ('Burger', 9)]",711.2,-37.8074934,144.9421545,0,10.151,14.3047693
ORDY06130,2018-08-28,15:56:37,Lunch,TP,"[('Salad', 5), ('Chicken', 7), ('Burger', 3), ('Fries', 1)]",415.0,-37.8082812,144.9802632,0,9.559,12.8667603
ORDB11101,2018-05-07,12:03:22,Lunch,TP,"[('Steak', 3), ('Chicken', 9), ('Fries', 10), ('Salad', 6), ('Burger', 5)]",801.2,-37.8067888,144.954574,0,9.295,12.4931308
ORDX08660,2018-03-07,10:01:41,Breakfast,BK,"[('Coffee', 8), ('Cereal', 10)]",270.0,-37.8240299,144.9852688,0,6.631,11.1017874
ORDB09836,2018-07-20,14:35:29,Lunch,TP,"[('Chicken', 5), ('Fries', 3), ('Salad', 2), ('Steak', 9), ('Burger', 7)]",852.4,-37.8171439,144.9533633,0,8.593,11.3816018
ORDB08535,2018-10-24,17:48:10,Dinner,TP,"[('Fish&Chips', 1), ('Shrimp', 2), ('Salmon', 7), ('Pasta', 2)]",485.0,-37.8054264,144.9711044,0,9.485,13.4988651
ORDI07471,2018-09-06,16:16:54,Dinner,NS,"[('Salmon', 2), ('Pasta', 8), ('Shrimp', 9), ('Fish&Chips', 6)]",998.0,-37.816662,144.984051,0,8.738,14.3157489
